State/Parent NTD ID,NTD ID,Legacy NTD ID,Agency Name,Division/Department,Reporter Acronym,Doing Business As,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Public Sponsor,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,UEID, Service Area Sq Miles , Service Area Pop ,Primary UZA UACE Code,UZA Name,Tribal Area Name, Population , Density , Sq Miles , VOMS DO , VOMS PT , Total VOMS ,Volunteer Drivers,Personal Vehicles,TAM Tier,Number of State Counties,Number of Counties with Service, State Admin Funds Expended 
9R02,91000,9R02-018,Amador Transit,,AT,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,11400 American Legion Dr,,,Jackson,CA,95642,,9,http://amadortransit.com/,1622,J3KAWTE8LLA4,,,,,, -   , -   , -   , 17 ,, 17 ,0,0,Tier II,,,
9R01,91001,9R01-003,City of Show Low,Transportation,FSC,Four Seasons Connection,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R01,Arizona Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,180 N 9Th St,,,Show Low,AZ,85901,5116,9,http://www.ci.show-low.az.us,1635,LK7PLRNTVKT1,,,,,, -   , -   , -   ,, 6 , 6 ,0,0,Tier II,,,
9R02,91002,9R02-059,City of Corcoran,Transit,CAT,Corcoran Area Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,832 Whitley Ave,,,Corcoran,CA,93212,2428,9,http://www.cityofcorcoran.com/,1622,L8JXLDCDAP44,,,,,, -   , -   , -   , 4 ,, 4 ,0,0,Tier II,,,
9R06,91004,9R06-001,Port of Administration Authority,,,,Rural Reporter,Rural,State Government Unit or Department of Transportation,9R06,American Samoa Department of Public Works,,Rural General Public Transit,9/30/24,1/31/25,Tafuna Industrial Park Dpw Complex,,,Pago Pago,AS,96799,,9,http://www.americansamoa.gov,2161,WYVXFUU3BKS4,,,,,, -   , -   , -   , 1 ,, 1 ,0,0,Tier II,,,
,91005,9R02-062,Madera County,Public Works Department,MCC,Madera County Connection,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,200 W 4Th St,,,Madera,CA,93637,3548,9,https://www.maderacounty.com/government/public-works/transit,7430,KNPYKHLWNKE1, 181 ," 144,484 ",52984,"Madera, CA",," 81,635 "," 3,894.8 ", 21.0 ,, 9 , 9 ,,,Tier II,,,
9R02,91006,9R02-051,City of Ridgecrest,Transit Division / Department of Public Works,RTS,Ridgerunner,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,100 W California Ave,,,Ridgecrest,CA,93555,4054,9,http://ridgecrest-ca.gov/,1622,MC5QRTD2EZP3,,,,,, -   , -   , -   , 5 ,, 5 ,0,0,Tier II,,,
9R02,91007,9R02-025,Fresno County Rural Transit Agency,,FCRTA,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,2035 Tulare St # 201,,,Fresno,CA,93721,2004,9,http://www.ruraltransit.org/,1622,KRFPMXN2KT55,,,,,, -   , -   , -   ,, 65 , 65 ,0,0,Tier II,,,
9R02,91008,9R02-048,Modoc Transportation Agency,,MTA,Sage Stage,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,108 S Main St,,,Alturas,CA,96101,4051,9,http://sagestage.com/,1622,RS4WH6EPB5K9,,,,,, -   , -   , -   ,, 3 , 3 ,0,0,Tier II,,,
9R02,91009,9R02-013,San Benito County Local Transportation Authority,,"		",San Benito County Express,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,330 Tres Pinos Rd Ste C7,,,Hollister,CA,95023,5579,9,http://www.sanbenitocountyexpress.org/,1622,CM4BJCDJLV74,,,,,, -   , -   , -   ,, 19 , 19 ,0,0,Tier II,,,
9R01,91010,9R01-009,City of Cottonwood,Transit,CAT,Cottonwood Area Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R01,Arizona Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,821 N Main St,,,Cottonwood,AZ,86326,4012,9,http://www.cottonwoodaz.gov,1635,L2JKCYB98WH5,,,,,, -   , -   , -   , 9 ,, 9 ,0,0,Tier II,,,
9R02,91012,9R02-050,Mountain Area Regional Transit Authority,,MARTA,Mountain Transit,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,41939 Fox Farm Rd,,1501,Big Bear Lake,CA,92315,2086,9,http://mountaintransit.org/,1622,ENE9GSYQXMD9,,,,,, -   , -   , -   , 32 ,, 32 ,0,0,Tier II,,,
9R02,91014,9R02-032,City of Rio Vista,Department of Public Works,,Rio Vista Delta Breeze,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,1 Main St,,745,Rio Vista,CA,94571,1842,9,https://www.riovistacity.com/deltabreeze,1622,NYTQF8PEYMF5,,,,,, -   , -   , -   ,, 2 , 2 ,0,0,Tier II,,,
9R01,91016,9R01-017,"Helping Hands Agency, Inc.",,,Express Public Transportation,Rural Reporter,Rural,Private-Non-Profit Corporation,9R01,Arizona Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,645 N Navajo ,,3938,Page,AZ,86040,,9,http://www.helpinghandsagency.com,1635,P8QGRK2K4YL8,,,,,, -   , -   , -   , 4 ,, 4 ,0,0,Tier II,,,
9R02,91018,9R02-108,City of Arcata,,A&MRTS,Arcata & Mad River Transit System,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,736 F St,,,Arcata,CA,95521,6284,9,http://www.cityofarcata.org/,1622,V88WVT5DV4L1,,,,,, -   , -   , -   ,, 3 , 3 ,0,0,Tier II,,,
9R02,91020,9R02-063,City of Needles,Transit,NAT,Needles Area Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,817 3Rd St,,,Needles,CA,92363,2933,9,http://www.cityofneedles.com/,1622,T9NEL5GM8SF1,,,,,, -   , -   , -   ,, 1 , 1 ,0,0,Tier II,,,
9R04,91022,9R04-005,Lincoln County,Lincoln County Human Services,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R04,Nevada Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,181 Main St,,508,Pioche,NV,89043,,9,http://www.lincolncountynv.org,1625,CF1PBKH3FD51,,,,,, -   , -   , -   , 2 ,, 2 ,0,0,Tier II,,,
9R04,91023,9R04-017,Humboldt County,,,"Senior Citizens of Humboldt County, Inc",Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R04,Nevada Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,50 W 5Th St # 205,,,Winnemucca,NV,89445,3150,9,http://www.hcnv.us,1625,LWU1E6XDTBK7,,,,,, -   , -   , -   , 4 ,, 4 ,0,0,Tier II,,,
9R02,91027,9R02-056,City of Arvin,Transportation Department,,Arvin Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,200 Campus Dr,,,Arvin,CA,93203,1008,9,http://www.arvin.org/,1622,HQNHK2AHXM11,,,,,, -   , -   , -   , 4 ,, 4 ,0,0,Tier II,,,
9R02,91028,9R02-039,City of Solvang,,SYVT,Santa Ynez Valley Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,1644 Oak St,,,Solvang,CA,93463,2768,9,http://www.syvt.com,1622,HA48MQ84MJ33,,,,,, -   , -   , -   ,, 5 , 5 ,0,0,Tier II,,,
9R04,91029,9R04-010,Nye County,Nye County Transportation Services,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R04,Nevada Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,101 Radar Rd,,392,Tonopah,NV,89049,,9,https://www.nyecountynv.gov/965/Transportation,1625,DN3MR2UV3DM7," 3,484 "," 27,335 ",,,, -   , -   , -   , 8 ,, 8 ,0,0,Tier II,,,
9R02,91032,9R02-143,City of Auburn,Planning & Public Works,,Auburn Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,1225 Lincoln Way,,,Auburn,CA,95603,5004,9,https://www.auburn.ca.gov/192/Transit-Services,1622,EU2ATPHDLMM8,,,,,, -   , -   , -   , 6 ,, 6 ,0,0,Tier II,,,
9R02,91035,9R02-022,Trinity County,Transportation,TCDOT,Trinity Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,31301 State Hwy 3,,2490,Weaverville,CA,96093,,9,"http://www.trinitycounty.org/			",1622,L5JFNKZB8L75,,,,,, -   , -   , -   , 4 ,, 4 ,0,0,Tier II,,,
9R02,91036,9R02-016,Humboldt Transit Authority,,HTA,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,133 V St,,,Eureka,CA,95501,0844,9,http://www.hta.org/,1622,JM8MVKE6TFA4,,,,,, -   , -   , -   , 17 , 5 , 22 ,0,0,Tier II,,,
,91037,9R01-011,City of Bullhead,,BATS,Bullhead Area Transit System,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,2355 Trane Rd,,,Bullhead City,AZ,86442,5966,9,https://www.bullheadcity.com/community/bullhead-area-transit-system,1635,DB9YMA55NA45, 28 ," 41,348 ",11431,"Bullhead City, AZ--NV",," 54,396 "," 1,536.9 ", 35.4 , 13 ,, 13 ,,,Tier II,,,
9R02,91038,9R02-052,Sierra County,Department of Transportation,,Sierra County Transportation Commission,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,101 Courthouse Sq,,98,Downieville,CA,95936,9609,9,http://sierracounty.ca.gov/,1622,NA7LYJSG63L8,,,,,, -   , -   , -   ,, 4 , 4 ,0,0,Tier II,,,
9R02,91041,9R02-006,City of Dixon,Public Works,,Readi-Ride,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,600 E A St,,,Dixon,CA,95620,3619,9,http://www.ci.dixon.ca.us/,1622,QE5XPBRM4L97,,,,,, -   , -   , -   , 10 ,, 10 ,0,0,Tier II,,,
9R02,91043,9R02-042,City of Guadalupe,Public Works,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,918 Obispo St,,,Guadalupe,CA,93434,1428,9,http://www.ci.guadalupe.ca.us/,1622,FH7SDGLEAH51,,,,,, -   , -   , -   ,, 3 , 3 ,0,0,Tier II,,,
9R08,91045,9R08-001,Northern Marianas - Commonwealth Office of Transit Authority,,COTA,,Rural Reporter,Rural,State Government Unit or Department of Transportation,9R08,Northern Marianas - Commonwealth Office of Transit Authority,,Rural General Public Transit,9/30/24,1/31/25,"2Nd Floor Rm. 216, Nauru Building Marianas Business Plaza Susupe",,,Saipan,MP,96950,,9,www.transit.cnmi.gov,7169,ZNJDHGSGA147,,,,,, -   , -   , -   , 9 ,, 9 ,0,0,Tier II,,,
9R02,91047,9R02-047,Mendocino Transit Authority,,MTA,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,241 Plant Rd,,,Ukiah,CA,95482,6944,9,http://www.mendocinotransit.org,1622,SZB1NXN3L856,,,,,, -   , -   , -   , 20 ,, 20 ,0,0,Tier II,,,
9R02,91048,9R02-017,County of Siskiyou,General Services,STAGE,Siskiyou County Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,190 Greenhorn Rd,,,Yreka,CA,96097,9679,9,http://www.co.siskiyou.ca.us/,1622,CBUHM8LMT9E7,,,,,, -   , -   , -   , 5 ,, 5 ,0,0,Tier II,,,
9R01,91052,9R01-038,City of Douglas,Transit Department,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R01,Arizona Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,425 E 10Th St ,,,Douglas,AZ,85607,2008,9,https://www.douglasaz.gov/283/Public-Transportation,1635,LJJCET1DRSJ9,,,,,, -   , -   , -   , 8 ,, 8 ,0,0,Tier II,,,
9R02,91053,9R02-001,Lake Transit Authority,,LTA,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,9240 Hwy 53,,,Lower Lake,CA,95457,0698,9,http://laketransit.org/,1622,SMF9R87BZH69,,,,,, -   , -   , -   ,, 26 , 26 ,0,0,Tier II,,,
9R02,91057,9R02-035,Tuolumne County Transit Agency,,"TCT, TCTA",,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,2 S Green St ,,,Sonora,CA,95370,4618,9,https://www.tuolumnecountytransit.com/,1622,JKLFWV2BCTN8,,,,,, -   , -   , -   ,, 9 , 9 ,0,0,Tier II,,,
,91058,9R02-004,City of Ojai,City Manager's Office,,Ojai Trolley,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,401 S Ventura St,,1570,Ojai,CA,93023,3248,9,https://www.ojaitrolley.com/,1622,YADCB324YKN8, 4 ," 7,628 ",66673,"Oxnard--San Buenaventura (Ventura), CA",," 376,117 "," 4,909.7 ", 76.6 , 2 ,, 2 ,,,Tier II,,,
,91059,9R02-037,County of Kern,Public Works Department,KT,Kern Regional Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,2700 M St Ste 400,,,Bakersfield,CA,93301,2375,9,http://kerntransit.org/,1622,JTBAYSUJB446, 906 ," 155,249 ",04681,"Bakersfield, CA",," 570,235 "," 4,316.0 ", 132.1 ,, 40 , 40 ,,,Tier II,,,
9R04,91061,9R04-032,Elko County,Elko County Transit Service,,GET My Ride,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R04,Nevada Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,569 Court St,,,Elko,NV,89801,3573,9,www.getmyrideelko.com,1625,D5D9EAMCUFL9, 20 ," 5,843 ",,,, -   , -   , -   , 10 ,, 10 ,0,0,Tier II,,,
9R02,91062,9R02-098,Eastern Sierra Transit Authority,,ESTA,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,565 Airport Rd,,1357,Bishop,CA,93514,3610,9,https://www.estransit.com,1622,J3NSE2A3QDA5,,,,,, -   , -   , -   , 37 ,, 37 ,0,0,Tier II,,,
9R04,91064,9R04-006,Douglas County,Douglas County Transportation,,Douglas Area Rural Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R04,Nevada Department of Transportation,,Rural General Public Transit,9/30/24,1/31/25,1594 Esmeralda Ave,,,Minden,NV,89423,,9,https://communityservices.douglascountynv.gov/senior_services/transportation,1625,KE5GF37F6F95,,,,,, -   , -   , -   , 20 ,, 20 ,0,0,Tier II,,,
9R02,91066,9R02-010,City of Taft,,TAT,Taft Area Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,209 E Kern St,,,Taft,CA,93268,3224,9,http://www.cityoftaft.org/pView.aspx?id=5385&catid=562,1622,M355M1YAZH53,,,,,, -   , -   , -   , 3 ,, 3 ,0,0,Tier II,,,
9R01,91069,9R01-013,Town of Miami,Transit,CMT,Copper Mountain Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R01,Arizona Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,740 W Sullivan St ,,,Miami,AZ,85539,1109,9,http://www.miamiaz.gov/,1635,W1BMPTC6XXC5,,,,,, -   , -   , -   , 5 ,, 5 ,0,0,Tier II,,,
9R02,91070,9R02-019,Yosemite Area Regional Transportation System,,YARTS,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,369 W 18Th St,,,Merced,CA,95340,4801,9,http://www.YARTS.com,1622,DL8DZ6NK48K1,,,,,, -   , -   , -   ,, 13 , 13 ,0,0,Tier II,,,
9R02,91071,9R02-058,City of Chowchilla,Transit Department,CATX,Chowchilla Area Transit Express,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,130 S 2Nd St,,,Chowchilla,CA,93610,2935,9,https://www.cityofchowchilla.org/,1622,M948Q9D4CDZ1,,,,,, -   , -   , -   , 2 ,, 2 ,0,0,Tier II,,,
,91072,9R04-036,Southern Nevada Transit Coalition,,SNTC,SNTC - Laughlin,Reduced Reporter,Urban,Private-Non-Profit Corporation,,,9R04 - Nevada Department of Transportation - SNTC receives federal monies thru the Nevada Department of Transportation as their subrecipient.,,9/30/24,1/31/25,260 E Laughlin Civic Dr,,,Laughlin,NV,89029,1500,9,http://www.sntc.net,1625,C364MHM3H557, 89 ," 8,000 ",11431,"Bullhead City, AZ--NV",," 54,396 "," 1,536.9 ", 35.4 , 9 ,, 9 ,,,Tier II,,,
9R02,91074,9R02-014,City of Tehachapi,,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,115 S Robinson St,,,Tehachapi,CA,93561,1722,9,http://www.liveuptehachapi.com/,1622,FWZLF5N9FP79,,,,,, -   , -   , -   ,,,,0,0,Tier II,,,
9R01,91075,9R01-007,City of Kingman,Transit,KART,Kingman Area Regional Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R01,Arizona Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,310 N 4Th St,,,Kingman,AZ,86401,5817,9,http://www.bullheadcity.gov/kart,1635,KAD1NAP3JXJ9,,,,,, -   , -   , -   , 5 ,, 5 ,0,0,Tier II,,,
,91078,9R02-061,City of Escalon,Transit Services,,eTrans,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,2060 Mchenry Ave,,,Escalon,CA,95320,9484,9,http://cityofescalon.org/government/departments/transit_service,1622,UF1GHMDHMRK9, 3 ," 7,200 ",58006,"Modesto, CA",," 357,301 "," 5,076.8 ", 70.4 ,, 3 , 3 ,,,Tier II,,,
9R03,91080,9R03-002,County of Hawaii,Mass Transit Agency,,Hele-On,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R03,Hawaii Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,25 Aupuni St,,,Hilo,HI,96720,4245,9,http://heleonbus.org/,1623,F7S9S5D2CSP3,,,,,, -   , -   , -   ,, 108 , 108 ,0,0,Tier II,,,
9R02,91082,9R02-094,Mariposa County,Public Works/Transportation Planning,,Mariposa County Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,4639 Ben Hur Rd,,,Mariposa,CA,95338,9474,9,https://www.mariposacounty.org/422/Transportation?,1622,L63AEQY86BZ4,,,,,, -   , -   , -   , 8 ,, 8 ,0,0,Tier II,,,
9R02,91088,9R02-009,County of Glenn,Glenn County Planning and Community Development Services Agency,,Glenn Transit Services,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,777 N Colusa St,,1070,Willows,CA,95988,2211,9,https://www.countyofglenn.net/dept/public-works/public-transit-transportation/welcome,1622,N5T7L9A5KH65,,,,,, -   , -   , -   ,, 4 , 4 ,5,5,Tier II,,,
9R02,91089,9R02-027,Tehama County,,TRAX,Tehama Rural Area Express,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,9380 San Benito Ave,,,Gerber,CA,96035,9701,9,http://www.taketrax.com/,1622,N262GZZ9MMD7,,,,,, -   , -   , -   ,, 14 , 14 ,2,0,Tier II,,,
9R02,91090,9R02-049,Morongo Basin Transit Authority,,MBTA BUS,Basin Transit,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,9R02,California Department of Transportation,,Rural General Public Transit,6/30/24,10/31/24,62405 Verbena Rd,,,Joshua Tree,CA,92252,4034,9,http://www.mbtabus.com,1622,C4B3PUWJEK47,,,,,, -   , -   , -   , 13 ,, 13 ,0,0,Tier II,,,
,91092,9R02-137,Tahoe Transportation District,,TTD,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,,6/30/24,10/31/24,128 Market St,STE 3F,499,Stateline,NV,89449,1001,9,http://www.tahoetransportation.org/,5896,RG1FK3KPHD86, 73 ," 150,242 ",99999,"Lake Tahoe, CA-NV",," 210,000 "," 5,676.0 ", 37.0 , 12 ,, 12 ,,,Tier II,,,
